learning_instance_id,EmployeeID,participant_completed,learning_title,rating,length,provider,completion_date,instructor_name,instructor_from
dlltrl,1869,True,Leadership Essentials,0,150,Leadership Institute,04/07/2015,Dr. David Williams,Coursera
jiiymz,1869,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
jpnwqa,1869,True,Financial Literacy for Professionals,0,90,Finance Masters,08/10/2015,Prof. Samantha Roberts,LinkedIn Learning
lcfgai,1871,True,Inventory Management Fundamentals,3,180,Learning Academy,07/18/2015,Prof. Emily Anderson,edX
pikpba,1871,True,Leadership Essentials,0,150,Leadership Institute,10/09/2015,Dr. David Williams,Coursera
jzlyex,1871,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
odqpzj,1871,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,09/24/2015,Prof. Jennifer Davis,Codecademy
nzzqzr,1873,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,08/27/2015,Prof. Jennifer Davis,Codecademy
duapdg,1876,True,Financial Literacy for Professionals,1,90,Finance Masters,12/13/2015,Prof. Samantha Roberts,LinkedIn Learning
mbqsmf,1876,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
gqoetp,1876,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,09/07/2015,Prof. Jennifer Davis,Codecademy
dfjrxg,1876,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
trrjpf,1876,True,Leadership Essentials,4,150,Leadership Institute,10/13/2015,Dr. David Williams,Coursera
cnepxo,1877,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
kuqozw,1877,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
xzjcro,1878,True,Leadership Essentials,5,150,Leadership Institute,09/25/2015,Dr. David Williams,Coursera
tzucps,1879,False,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
fyokcp,1879,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
xhlccu,1879,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
gaegnq,1881,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
meehkz,1881,True,Customer Service Excellence,2,120,Service Institute,06/10/2015,Dr. John Smith,Coursera
lrsuzq,1881,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
ljvoiu,1881,True,Leadership Essentials,0,150,Leadership Institute,01/04/2015,Dr. David Williams,Coursera
xrnpph,1881,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
nryqjc,1882,True,Customer Service Excellence,3,120,Service Institute,12/03/2015,Dr. John Smith,Coursera
grakcw,1882,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
yxxwty,1882,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
nqqstw,1884,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
rcfhqd,1895,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
xtdsii,1895,False,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
bzuzzv,1895,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
kjgcny,1895,True,Customer Service Excellence,4,120,Service Institute,09/04/2015,Dr. John Smith,Coursera
dqxcmt,1896,True,Financial Literacy for Professionals,0,90,Finance Masters,02/02/2015,Prof. Samantha Roberts,LinkedIn Learning
llfvqi,1896,False,Leadership Essentials,2,150,Leadership Institute,,Dr. David Williams,Coursera
brqqio,1896,True,Effective Workplace Communication,4,240,Communication Institute,01/14/2015,Dr. Michael Johnson,Udemy
smsrof,1898,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
cmyrpn,1898,True,Leadership Essentials,3,150,Leadership Institute,05/29/2015,Dr. David Williams,Coursera
bivdsy,1898,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,11/21/2015,Prof. Jennifer Davis,Codecademy
cvkxly,1898,False,Inventory Management Fundamentals,5,180,Learning Academy,,Prof. Emily Anderson,edX
kpnpzw,1899,True,Inventory Management Fundamentals,5,180,Learning Academy,08/26/2015,Prof. Emily Anderson,edX
xmkgke,1899,True,Effective Workplace Communication,2,240,Communication Institute,06/10/2015,Dr. Michael Johnson,Udemy
dwtztr,1899,False,Financial Literacy for Professionals,1,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
rhdwbs,1899,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
ifqchy,1901,False,Leadership Essentials,0,150,Leadership Institute,,Dr. David Williams,Coursera
kclawc,1901,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
fwdtia,1902,True,Effective Workplace Communication,5,240,Communication Institute,02/21/2015,Dr. Michael Johnson,Udemy
pclwut,1902,True,Customer Service Excellence,5,120,Service Institute,03/26/2015,Dr. John Smith,Coursera
npxxgg,1902,True,Financial Literacy for Professionals,3,90,Finance Masters,01/10/2015,Prof. Samantha Roberts,LinkedIn Learning
itqhdc,1902,False,Inventory Management Fundamentals,3,180,Learning Academy,,Prof. Emily Anderson,edX
tsfacv,1902,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,11/05/2015,Prof. Jennifer Davis,Codecademy
gylmuo,1905,True,Customer Service Excellence,4,120,Service Institute,01/12/2015,Dr. John Smith,Coursera
jsvrqk,1905,True,Financial Literacy for Professionals,5,90,Finance Masters,02/15/2015,Prof. Samantha Roberts,LinkedIn Learning
icvjnp,1905,True,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,11/11/2015,Prof. Jennifer Davis,Codecademy
mqekbq,1905,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
sklhob,1906,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
doxtst,1907,True,Financial Literacy for Professionals,3,90,Finance Masters,03/12/2015,Prof. Samantha Roberts,LinkedIn Learning
deptyq,1908,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
azetxo,1908,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
znynyy,1908,True,Inventory Management Fundamentals,1,180,Learning Academy,08/30/2015,Prof. Emily Anderson,edX
xguxmc,1908,True,Financial Literacy for Professionals,2,90,Finance Masters,11/27/2015,Prof. Samantha Roberts,LinkedIn Learning
rkicbu,1909,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
sznigy,1909,True,Effective Workplace Communication,5,240,Communication Institute,08/28/2015,Dr. Michael Johnson,Udemy
bizaec,1910,True,Effective Workplace Communication,1,240,Communication Institute,08/13/2015,Dr. Michael Johnson,Udemy
zjpxdh,1915,True,Leadership Essentials,1,150,Leadership Institute,08/11/2015,Dr. David Williams,Coursera
bpbaoc,1915,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
jbqqjp,1915,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
hblwbu,1916,True,Customer Service Excellence,0,120,Service Institute,06/21/2015,Dr. John Smith,Coursera
opzlrf,1916,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
jyadut,1916,True,Leadership Essentials,0,150,Leadership Institute,10/30/2015,Dr. David Williams,Coursera
uzdtjd,1916,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
bxcprc,1916,True,Financial Literacy for Professionals,1,90,Finance Masters,03/14/2015,Prof. Samantha Roberts,LinkedIn Learning
rnbdxr,1919,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
pqrnrt,1919,True,Effective Workplace Communication,1,240,Communication Institute,07/27/2015,Dr. Michael Johnson,Udemy
bjxbun,1919,True,Inventory Management Fundamentals,2,180,Learning Academy,10/29/2015,Prof. Emily Anderson,edX
pydjke,1919,True,Customer Service Excellence,1,120,Service Institute,10/21/2015,Dr. John Smith,Coursera
nflrub,1921,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
ruiwzi,1921,True,Inventory Management Fundamentals,4,180,Learning Academy,01/21/2015,Prof. Emily Anderson,edX
ddqvxg,1921,False,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
kprlng,1921,False,Financial Literacy for Professionals,5,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
kihoiy,1921,True,Customer Service Excellence,3,120,Service Institute,03/26/2015,Dr. John Smith,Coursera
rbthet,1922,True,Financial Literacy for Professionals,2,90,Finance Masters,07/29/2015,Prof. Samantha Roberts,LinkedIn Learning
aadecq,1922,False,Customer Service Excellence,3,120,Service Institute,,Dr. John Smith,Coursera
cpccqj,1922,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
bjsumx,1922,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
qmnayy,1923,False,Leadership Essentials,1,150,Leadership Institute,,Dr. David Williams,Coursera
nfyyxb,1923,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
lzoekb,1923,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
xgiphu,1924,True,Customer Service Excellence,1,120,Service Institute,03/29/2015,Dr. John Smith,Coursera
kgeirw,1924,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,06/17/2015,Prof. Jennifer Davis,Codecademy
djmeed,1924,True,Financial Literacy for Professionals,0,90,Finance Masters,05/18/2015,Prof. Samantha Roberts,LinkedIn Learning
sxhoym,1927,False,Effective Workplace Communication,2,240,Communication Institute,,Dr. Michael Johnson,Udemy
wfosuj,1927,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,02/28/2015,Prof. Jennifer Davis,Codecademy
htptaa,1927,True,Inventory Management Fundamentals,3,180,Learning Academy,04/10/2015,Prof. Emily Anderson,edX
boxekg,1927,False,Financial Literacy for Professionals,0,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
xfxfrs,1927,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
egsivv,1928,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
anqmgc,1928,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,06/04/2015,Prof. Jennifer Davis,Codecademy
kfmixp,1929,False,Inventory Management Fundamentals,2,180,Learning Academy,,Prof. Emily Anderson,edX
jahzfa,1929,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
uvnyrn,1929,False,Leadership Essentials,5,150,Leadership Institute,,Dr. David Williams,Coursera
nxrnvc,1929,True,Effective Workplace Communication,1,240,Communication Institute,01/15/2015,Dr. Michael Johnson,Udemy
orbrzd,1929,False,Customer Service Excellence,5,120,Service Institute,,Dr. John Smith,Coursera
hxcfav,1931,False,Effective Workplace Communication,4,240,Communication Institute,,Dr. Michael Johnson,Udemy
gpfdqu,1931,True,Customer Service Excellence,1,120,Service Institute,02/10/2015,Dr. John Smith,Coursera
brlweq,1931,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
teutpe,1931,True,Financial Literacy for Professionals,1,90,Finance Masters,12/01/2015,Prof. Samantha Roberts,LinkedIn Learning
ipebff,1932,True,Leadership Essentials,5,150,Leadership Institute,01/20/2015,Dr. David Williams,Coursera
mwdnsu,1932,True,Inventory Management Fundamentals,5,180,Learning Academy,08/21/2015,Prof. Emily Anderson,edX
fuqsud,1932,True,Effective Workplace Communication,2,240,Communication Institute,10/08/2015,Dr. Michael Johnson,Udemy
ckjtwu,1934,True,Financial Literacy for Professionals,1,90,Finance Masters,07/09/2015,Prof. Samantha Roberts,LinkedIn Learning
sqgcvt,1937,True,Strategic Problem-Solving Skills,3,300,Problem-Solving Academy,03/26/2015,Prof. Jennifer Davis,Codecademy
ifkjhb,1938,False,Leadership Essentials,4,150,Leadership Institute,,Dr. David Williams,Coursera
wzpumc,1938,False,Customer Service Excellence,0,120,Service Institute,,Dr. John Smith,Coursera
scdrvz,1942,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,12/23/2015,Prof. Jennifer Davis,Codecademy
bxzvxn,1942,True,Customer Service Excellence,5,120,Service Institute,01/21/2015,Dr. John Smith,Coursera
urpunk,1942,True,Inventory Management Fundamentals,4,180,Learning Academy,06/28/2015,Prof. Emily Anderson,edX
psdedu,1944,False,Strategic Problem-Solving Skills,2,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
urusdm,1945,True,Customer Service Excellence,2,120,Service Institute,12/02/2015,Dr. John Smith,Coursera
xhlvvf,1945,False,Inventory Management Fundamentals,0,180,Learning Academy,,Prof. Emily Anderson,edX
zniizt,1946,True,Customer Service Excellence,1,120,Service Institute,04/08/2015,Dr. John Smith,Coursera
egxmck,1946,False,Inventory Management Fundamentals,4,180,Learning Academy,,Prof. Emily Anderson,edX
muvnju,1946,False,Financial Literacy for Professionals,4,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
oiwmac,1946,False,Strategic Problem-Solving Skills,0,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
lzajqq,1946,True,Leadership Essentials,2,150,Leadership Institute,12/23/2015,Dr. David Williams,Coursera
cmraqd,1948,False,Inventory Management Fundamentals,1,180,Learning Academy,,Prof. Emily Anderson,edX
bnmmqi,1948,True,Leadership Essentials,2,150,Leadership Institute,04/01/2015,Dr. David Williams,Coursera
xaqpdc,1948,True,Effective Workplace Communication,4,240,Communication Institute,04/09/2015,Dr. Michael Johnson,Udemy
mzotye,1953,True,Customer Service Excellence,4,120,Service Institute,10/09/2015,Dr. John Smith,Coursera
bhleta,1953,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
yragco,1954,False,Financial Literacy for Professionals,3,90,Finance Masters,,Prof. Samantha Roberts,LinkedIn Learning
ylqjdu,1954,False,Customer Service Excellence,2,120,Service Institute,,Dr. John Smith,Coursera
decond,1954,True,Leadership Essentials,2,150,Leadership Institute,07/22/2015,Dr. David Williams,Coursera
utkzna,1954,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,09/19/2015,Prof. Jennifer Davis,Codecademy
rwywhp,1954,True,Effective Workplace Communication,2,240,Communication Institute,04/26/2015,Dr. Michael Johnson,Udemy
qzzjib,1956,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
zduxcb,1959,True,Customer Service Excellence,0,120,Service Institute,11/17/2015,Dr. John Smith,Coursera
lwqndp,1959,False,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,,Prof. Jennifer Davis,Codecademy
fibwgl,1959,False,Leadership Essentials,3,150,Leadership Institute,,Dr. David Williams,Coursera
kxsjbp,1959,False,Effective Workplace Communication,1,240,Communication Institute,,Dr. Michael Johnson,Udemy
qmgcjo,1959,True,Inventory Management Fundamentals,1,180,Learning Academy,04/28/2015,Prof. Emily Anderson,edX
lgaxlg,1960,True,Effective Workplace Communication,0,240,Communication Institute,09/27/2015,Dr. Michael Johnson,Udemy
rrcqhx,1960,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,05/03/2015,Prof. Jennifer Davis,Codecademy
jffpir,1960,True,Customer Service Excellence,0,120,Service Institute,12/17/2015,Dr. John Smith,Coursera
aoxrsp,1960,True,Financial Literacy for Professionals,1,90,Finance Masters,02/04/2015,Prof. Samantha Roberts,LinkedIn Learning
jedtvb,1960,True,Leadership Essentials,1,150,Leadership Institute,03/14/2015,Dr. David Williams,Coursera
oftfib,1964,True,Leadership Essentials,5,150,Leadership Institute,04/18/2015,Dr. David Williams,Coursera
utxess,1964,False,Customer Service Excellence,1,120,Service Institute,,Dr. John Smith,Coursera
igxatl,1964,True,Strategic Problem-Solving Skills,5,300,Problem-Solving Academy,12/29/2015,Prof. Jennifer Davis,Codecademy
ekiovq,1964,True,Inventory Management Fundamentals,4,180,Learning Academy,02/12/2015,Prof. Emily Anderson,edX
hjeqes,1964,True,Effective Workplace Communication,4,240,Communication Institute,04/11/2015,Dr. Michael Johnson,Udemy
xanrqw,1965,True,Strategic Problem-Solving Skills,4,300,Problem-Solving Academy,04/23/2015,Prof. Jennifer Davis,Codecademy
vtmzra,1965,True,Leadership Essentials,5,150,Leadership Institute,06/25/2015,Dr. David Williams,Coursera
thsvxn,1973,True,Inventory Management Fundamentals,2,180,Learning Academy,09/19/2015,Prof. Emily Anderson,edX
yvygbn,1973,True,Strategic Problem-Solving Skills,1,300,Problem-Solving Academy,06/22/2015,Prof. Jennifer Davis,Codecademy
